# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  5 08:14:35 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_tranflag = 1
# CONSTRAINT:  and st_vjstr < 16)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_jerr:        J-band (2MASS) Unc. [mag]
# COLUMN st_jlim:        J-band (2MASS) Limit Flag
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_herr:        H-band (2MASS) Unc. [mag]
# COLUMN st_hlim:        H-band (2MASS) Limit Flag
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_kerr:        Ks-band (2MASS) Unc. [mag]
# COLUMN st_klim:        Ks-band (2MASS) Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility,st_vj,st_vjerr,st_vjlim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim
HATS-13,b,HATS-13 b,Transit,0,1,3.04404990,0.00000270,-0.00000270,0,0.040570,0.000410,-0.000410,0,0.181000,,,1,88.550,0.430,-0.430,0,0.37700,0.05800,-0.05800,0,0,0,0,0,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476.00,12.00,-12.00,0,426.82,8.47,-8.47,0,13.887,0.010,0,V (Johnson),13.680,,0,5523.00,69.00,-69.00,0,0.96,0.03,-0.03,0,0.89,0.02,-0.02,0,2015-08-13,1,1244,20,-20,0,,,,,172.58169,22.88376,-22.88376,0,13.585,0.392,-0.392,0,HATSouth,13.887,0.010,0,12.439,0.017,0,12.052,0.023,0,11.983,0.026,0
HATS-63,b,HATS-63 b,Transit,0,1,3.05665270,0.00000490,-0.00000490,0,0.040260,0.000280,-0.000280,0,0.136000,,,0,84.860,0.190,-0.190,0,0.67000,0.11000,-0.11000,0,0,0,0,0,04h29m40.4529s,67.418554,-28d11m50.2340s,-28.197287,634.80,6.20,-6.20,0,634.68,6.21,-6.21,0,13.892,0.009,0,V (Johnson),13.721,,0,5627.00,18.00,-18.00,0,0.93,0.02,-0.02,0,1.07,0.01,-0.01,0,2019-01-17,1,1398,9,-9,0,634.1000,16.3000,-15.9000,0,305.11680,38.13960,-38.13960,0,13.529,0.437,-0.437,0,HATSouth,13.892,0.009,0,12.631,0.021,0,12.290,0.024,0,12.216,0.023,0
Kepler-8,b,Kepler-8 b,Transit,0,1,3.52249910,0.00000070,-0.00000070,0,0.047400,0.001800,-0.002100,0,,,,,83.978,0.036,-0.033,0,0.27000,0.11000,-0.08000,0,0,1,0,1,18h45m09.15s,281.288118,+42d27m03.9s,42.451080,1052.90,15.36,-15.36,0,1052.90,15.36,-15.36,0,13.900,0.324,0,V (Johnson),13.530,,0,6213.00,150.00,-150.00,0,1.21,0.07,-0.06,0,1.49,0.05,-0.06,0,2015-10-15,1,1680,40,-40,0,,,,,187.51970,41.31790,-38.13960,0,15.872,0.594,-0.695,0,Kepler,13.900,0.324,0,12.576,0.023,0,12.324,0.018,0,12.293,0.015,0
HATS-23,b,HATS-23 b,Transit,0,1,2.16051560,0.00000450,-0.00000450,0,0.033970,0.000470,-0.000470,0,0.114000,,,1,81.020,0.930,-0.620,0,0.29000,0.30000,-0.10000,0,0,0,0,0,19h05m28.01s,286.366699,-50d04m02.5s,-50.067352,747.00,46.00,-46.00,0,650.83,9.75,-9.75,0,13.901,0.010,0,V (Johnson),13.752,,0,5780.00,120.00,-120.00,0,1.12,0.05,-0.05,0,1.20,0.06,-0.08,0,2017-03-16,1,1654,54,-54,0,,,,,467.21010,22.88376,-22.88376,0,20.849,3.363,-4.484,0,HATSouth,13.901,0.010,0,12.636,0.022,0,12.293,0.023,0,12.262,0.029,0
CoRoT-6,b,CoRoT-6 b,Transit,0,1,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,89.070,0.300,-0.300,0,2.32000,0.31000,-0.31000,0,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,12.58,-12.58,0,657.24,12.58,-12.58,0,13.912,0.021,0,V (Johnson),13.746,,0,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,2014-05-14,1,1017,19,-19,0,,,,,940.74000,108.06000,-108.06000,0,13.068,0.392,-0.392,0,CoRoT,13.912,0.021,0,12.518,0.021,0,12.228,0.020,0,12.119,0.023,0
HATS-54,b,HATS-54 b,Transit,0,1,2.54418280,0.00000430,-0.00000430,0,0.037630,0.000240,-0.000240,0,0.126000,,,1,83.080,0.360,-0.360,0,0.77000,0.16000,-0.16000,0,0,0,0,0,13h22m32.3724s,200.634885,-44d41m19.6988s,-44.688805,769.00,21.00,-21.00,0,764.35,22.77,-22.77,0,13.913,0.040,0,V (Johnson),13.776,,0,5702.00,26.00,-26.00,0,1.10,0.02,-0.02,0,1.32,0.04,-0.04,0,2019-08-15,1,1625,22,-22,0,,,,0,241.55080,31.78300,-31.78300,0,11.960,0.583,-0.583,0,HATSouth,13.913,0.040,0,12.611,0.021,0,12.273,0.024,0,12.170,0.017,0
HATS-28,b,HATS-28 b,Transit,0,1,3.18107810,0.00000390,-0.00000390,0,0.041310,0.000530,-0.000530,0,0.202000,,,1,86.170,0.420,-0.420,0,0.48000,0.11000,-0.11000,0,0,0,0,0,18h57m35.92s,284.399685,-49d08m18.5s,-49.138470,521.00,25.00,-25.00,0,543.63,7.99,-7.99,0,13.934,0.080,0,V (Johnson),13.793,,0,5498.00,84.00,-84.00,0,0.93,0.04,-0.04,0,0.92,0.04,-0.04,0,2016-06-09,1,1253,35,-35,0,,,,,213.58176,27.65121,-27.65121,0,13.384,0.785,-0.785,0,HATSouth,13.934,0.080,0,12.522,0.023,0,12.188,0.024,0,12.086,0.027,0
CoRoT-22,b,CoRoT-22 b,Transit,0,1,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,89.749,0.032,-0.900,0,0.24900,1.00000,-0.09700,0,0,0,0,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.00,25.00,-42.00,0,638.47,11.31,-11.31,0,13.944,0.083,0,V (Johnson),13.730,,0,5939.00,54.00,-120.00,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,2014-08-21,1,885,53,-280,0,,,,,12.20000,14.00000,-8.80000,0,4.880,0.170,-0.390,0,CoRoT,13.944,0.083,0,12.414,0.024,0,12.099,0.025,0,11.988,0.024,0
HATS-69,b,HATS-69 b,Transit,0,1,2.22525770,0.00000190,-0.00000190,0,0.032110,0.000140,-0.000190,0,0.519000,,,0,88.490,0.550,-0.550,0,0.46000,0.25000,-0.25000,0,0,0,0,0,19h17m11.3641s,289.297350,-60d53m30.0584s,-60.891683,420.30,3.20,-3.20,0,419.53,3.57,-3.57,0,13.945,0.010,0,V (Johnson),13.764,,0,5137.00,16.00,-16.00,0,0.89,0.01,-0.02,0,0.88,0.01,-0.01,0,2019-01-17,1,1296,7,-7,0,466.6000,10.0000,-9.8000,0,183.38791,,,0,10.593,0.247,-0.247,0,HATSouth,13.945,0.010,0,12.413,0.021,0,11.968,0.024,0,11.875,0.021,0
K2-295,b,K2-295 b,Transit,0,1,4.02486700,0.00001500,-0.00001500,0,0.045100,0.000600,-0.001400,0,0.000000,,,0,89.300,0.460,-0.620,0,0.61200,0.11500,-0.11500,0,0,0,1,0,01h18m26.38s,19.609900,+06d49m00.7s,6.816871,225.70,2.40,-2.40,0,234.36,1.83,-1.83,0,13.946,0.040,0,V (Johnson),13.518,,0,4444.00,70.00,-70.00,0,0.74,0.04,-0.04,0,0.70,0.02,-0.02,0,2019-05-23,1,852,14,-6,0,,,,0,106.47305,19.70546,-19.70546,0,10.054,0.123,-0.056,0,K2,13.946,0.040,0,11.807,0.027,0,11.259,0.023,0,11.135,0.025,0
HATS-59,b,HATS-59 b,Transit,0,2,5.41608100,0.00001600,-0.00001600,0,0.061120,0.000760,-0.000760,0,0.129000,0.049000,-0.049000,0,88.100,0.330,-0.330,0,0.70000,0.16000,-0.16000,0,0,0,0,0,11h21m18.00s,170.325000,-22d23m17.4s,-22.388167,654.88,14.06,-14.06,0,654.88,14.06,-14.06,0,13.951,0.030,0,V (Johnson),13.785,,0,5670.00,91.00,-91.00,0,1.04,0.04,-0.04,0,1.04,0.07,-0.07,0,2018-12-06,1,1128,40,-40,0,269.0000,39.0000,-39.0000,0,256.17098,21.93027,-21.93027,0,12.621,0.863,-0.863,0,HATSouth,13.951,0.030,0,12.590,0.021,0,12.299,0.029,0,12.238,0.029,0
Kepler-69,b,Kepler-69 b,Transit,0,2,13.72234100,0.00003500,-0.00003600,0,0.094000,0.023000,-0.016000,0,0.160000,0.170000,-0.001000,0,89.620,0.260,-0.450,0,,,,,0,1,0,1,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,746.33,7.93,-7.93,0,746.33,7.93,-7.93,0,14.000,,0,V (Johnson),13.712,,0,5638.00,168.00,-168.00,0,0.81,0.09,-0.08,0,0.93,0.18,-0.12,0,2014-05-14,1,779,50,-51,0,,,,,,,,,2.240,0.440,-0.290,0,Kepler,14.000,,0,12.631,0.019,0,12.284,0.019,0,12.234,0.026,0
Kepler-69,c,Kepler-69 c,Transit,0,2,242.46130000,0.00590000,-0.00640000,0,0.640000,0.150000,-0.110000,0,0.140000,0.180000,-0.100000,0,89.850,0.030,-0.080,0,,,,,0,1,0,1,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,746.33,7.93,-7.93,0,746.33,7.93,-7.93,0,14.000,,0,V (Johnson),13.712,,0,5638.00,168.00,-168.00,0,0.81,0.09,-0.08,0,0.93,0.18,-0.12,0,2014-05-14,1,299,19,-20,0,,,,,,,,,1.710,0.340,-0.230,0,Kepler,14.000,,0,12.631,0.019,0,12.284,0.019,0,12.234,0.026,0
CoRoT-19,b,CoRoT-19 b,Transit,0,1,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,0.71000,0.06000,-0.06000,0,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.00,160.00,-160.00,0,807.99,26.81,-26.81,0,14.007,,0,V (Johnson),13.783,,0,6090.00,70.00,-70.00,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,2014-05-14,1,2000,150,-150,0,,,,,352.78000,19.07000,-19.07000,0,14.460,0.340,-0.340,0,CoRoT,14.007,,0,12.324,0.024,0,11.961,0.021,0,11.837,0.024,0
HATS-62,b,HATS-62 b,Transit,0,1,3.27688370,0.00000330,-0.00000330,0,0.041630,0.000240,-0.000160,0,0.298000,,,0,87.920,0.350,-0.350,0,0.07600,0.05300,-0.05300,0,0,0,0,0,20h49m47.8333s,312.449305,-24d18m12.4965s,-24.303471,516.80,10.90,-6.10,0,530.82,10.45,-10.45,0,14.015,0.037,0,V (Johnson),13.832,,0,5416.00,19.00,-13.00,0,0.90,0.01,-0.01,0,0.93,0.02,-0.01,0,2019-01-17,1,1237,12,-12,0,387.4000,17.3000,-12.3000,0,56.89157,,,0,11.825,0.280,-0.280,0,HATSouth,14.015,0.037,0,12.573,0.017,0,12.196,0.025,0,12.109,0.025,0
HATS-11,b,HATS-11 b,Transit,0,1,3.61918800,0.00002800,-0.00002900,0,0.050700,0.001200,-0.001200,0,,,,0,,,,0,,,,0,0,0,1,0,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,967.34,31.42,-31.42,0,969.60,32.63,-32.63,0,14.018,0.081,0,V (Johnson),13.833,,0,6563.00,361.00,-361.00,0,1.33,0.09,-0.09,0,1.54,0.06,-0.06,0,2018-10-26,1,1596,95,-94,0,,,,0,,,,0,18.030,0.720,-0.720,0,HATSouth,14.018,0.081,0,12.647,0.023,0,12.315,0.025,0,12.243,0.025,0
K2-147,b,K2-147 b,Transit,0,1,0.96191700,0.00002600,-0.00002600,0,0.015900,0.000500,-0.000500,0,,,,0,,,,0,,,,0,0,0,1,0,19h35m19.97s,293.833191,-28d29m52.2s,-28.497833,88.00,13.00,-13.00,0,90.79,0.28,-0.28,0,14.019,0.030,0,V (Johnson),13.191,,0,3672.00,70.00,-70.00,0,0.58,0.06,-0.06,0,0.55,0.06,-0.06,0,2018-02-01,1,,,,0,200.1000,45.7000,-45.7000,0,,,,0,1.380,0.170,-0.150,0,K2,14.019,0.030,0,10.835,0.022,0,10.186,0.021,0,9.997,0.021,0
HATS-8,b,HATS-8 b,Transit,0,1,3.58389300,0.00001000,-0.00001000,0,0.046670,0.000550,-0.000550,0,0.376000,,,1,87.800,1.200,-1.800,0,0.25900,0.09100,-0.09100,0,0,0,0,0,19h39m46.02s,294.941746,-25d44m53.9s,-25.748318,829.00,110.00,-48.00,0,812.65,19.67,-19.67,0,14.030,0.100,0,V (Johnson),14.337,,0,5679.00,50.00,-50.00,0,1.06,0.04,-0.04,0,1.09,0.15,-0.06,0,2015-06-17,1,1324,79,-38,0,,,,,43.86054,6.03877,-6.03877,0,9.785,1.379,-0.841,0,HATSouth,14.030,0.100,0,13.098,0.020,0,12.779,0.028,0,12.661,0.032,0
HATS-50,b,HATS-50 b,Transit,0,1,3.82970150,0.00000460,-0.00000460,0,0.050460,0.000600,-0.000600,0,0.516000,,,1,87.540,0.660,-0.660,0,0.33000,0.11000,-0.11000,0,0,0,0,0,20h01m42.60s,300.427490,-26d04m39.3s,-26.077583,717.00,43.00,-43.00,0,773.16,17.21,-17.21,0,14.033,0.050,0,V (Johnson),13.894,,0,5990.00,110.00,-110.00,0,1.17,0.04,-0.04,0,1.12,0.06,-0.06,0,2018-01-05,1,,,,0,,,,0,123.95370,31.78300,-31.78300,0,12.666,0.841,-0.841,0,HATSouth,14.033,0.050,0,12.643,0.022,0,12.373,0.032,0,12.289,0.026,0
K2-154,b,K2-154 b,Transit,0,2,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,,,,0,,,,0,,,,0,0,0,1,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,0.40,-0.40,0,129.84,0.45,-0.45,0,14.033,0.036,0,V (Johnson),13.317,,0,4097.00,40.00,-45.00,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,2018-07-12,1,715,9,-8,0,,,,0,,,,0,1.990,0.210,-0.110,0,K2,14.033,0.036,0,11.219,0.024,0,10.519,0.021,0,10.368,0.019,0
K2-154,c,K2-154 c,Transit,0,2,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,,,,0,,,,0,,,,0,0,0,1,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,0.40,-0.40,0,129.84,0.45,-0.45,0,14.033,0.036,0,V (Johnson),13.317,,0,4097.00,40.00,-45.00,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,2018-07-12,1,552,7,-7,0,,,,0,,,,0,2.070,0.180,-0.130,0,K2,14.033,0.036,0,11.219,0.024,0,10.519,0.021,0,10.368,0.019,0
K2-282,c,EPIC 220554210 c,Transit,0,2,0.70531000,0.00005000,-0.00005000,0,,,,0,,,,0,,,,0,,,,0,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,7.77,-7.77,0,503.46,7.95,-7.95,0,14.042,0.036,0,V (Johnson),13.818,,0,,,,0,0.94,0.04,-0.04,0,,,,0,2019-06-13,1,,,,0,,,,0,,,,0,1.480,0.130,-0.100,0,K2,14.042,0.036,0,12.437,0.024,0,12.084,0.021,0,12.002,0.021,0
K2-282,b,K2-282 b,Transit,0,2,4.16983600,0.00027900,-0.00030000,0,0.049900,0.000600,-0.000700,0,,,,0,,,,0,,,,0,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,7.77,-7.77,0,503.46,7.95,-7.95,0,14.042,0.036,0,V (Johnson),13.818,,0,,,,0,0.94,0.04,-0.04,0,,,,0,2018-10-26,1,1057,20,-20,0,,,,0,,,,0,2.820,0.140,-0.140,0,K2,14.042,0.036,0,12.437,0.024,0,12.084,0.021,0,12.002,0.021,0
K2-54,b,K2-54 b,Transit,0,1,9.78430000,0.00140000,-0.00140000,0,0.067100,0.003700,-0.003700,0,,,,,,,,,,,,,0,0,1,0,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,175.84,1.02,-1.02,0,175.84,1.02,-1.02,0,14.042,0.010,0,V (Johnson),13.945,,0,3798.00,113.00,-113.00,0,0.42,0.07,-0.07,0,0.38,0.05,-0.05,0,2016-07-18,1,,,,,6.1000,2.0000,-2.0000,0,,,,,1.150,0.190,-0.190,0,K2,14.042,0.010,0,11.850,0.037,0,11.231,0.044,0,11.075,0.043,0
K2-120,b,K2-120 b,Transit,0,1,9.56274200,0.00067500,-0.00067300,0,0.078000,0.003000,-0.003000,0,0.140000,0.168421,-0.105016,0,89.570,0.300,-0.420,0,,,,0,0,0,1,0,08h48m34.32s,132.142990,+17d11m26.5s,17.190685,289.54,2.33,-2.33,0,289.54,2.33,-2.33,0,14.045,0.020,0,V (Johnson),13.933,,0,4349.90,101.62,-96.12,0,0.69,0.07,-0.07,0,0.67,0.04,-0.03,0,2017-10-05,1,,,,0,35.1000,5.9000,-5.1000,0,,,,0,2.010,0.130,-0.120,0,K2,14.045,0.020,0,12.000,0.027,0,11.471,0.026,0,11.388,0.025,0
K2-118,b,K2-118 b,Transit,0,1,50.92092000,0.00558400,-0.00524900,0,0.245000,0.008000,-0.008000,0,0.200000,0.183774,-0.159064,0,89.500,0.240,-0.120,0,,,,0,0,0,1,0,08h48m30.45s,132.126892,+15d39m21.5s,15.655983,324.70,3.80,-3.80,0,324.70,3.80,-3.80,0,14.049,0.050,0,V (Johnson),13.748,,0,4726.29,142.64,-127.34,0,0.76,0.08,-0.08,0,0.73,0.05,-0.04,0,2017-10-05,1,,,,0,4.3000,0.6000,-0.6000,0,,,,0,2.540,0.230,-0.200,0,K2,14.049,0.050,0,12.259,0.023,0,11.768,0.021,0,11.654,0.019,0
EPIC 206317286,b,EPIC 206317286 b,Transit,0,1,1.58252000,0.00017000,-0.00018000,0,,,,0,,,,0,,,,0,,,,0,0,0,1,0,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.20,2.94,-2.94,0,317.20,2.94,-2.94,0,14.051,0.036,0,V (Johnson),13.774,,0,,,,0,0.71,0.09,-0.03,0,,,,0,2019-06-13,1,,,,0,,,,0,,,,0,0.960,0.110,-0.150,0,K2,14.051,0.036,0,12.258,0.026,0,11.720,0.021,0,11.635,0.025,0
HATS-18,b,HATS-18 b,Transit,0,1,0.83784000,0.00000047,-0.00000047,0,0.017400,0.000980,-0.000980,0,,,,0,85.290,0.013,-0.013,0,1.11690,0.21600,-0.21600,0,0,0,0,0,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,645.00,36.00,-25.00,0,635.49,16.19,-16.19,0,14.067,0.040,0,V (Johnson),13.879,,0,5600.00,120.00,-120.00,0,1.04,0.05,-0.05,0,1.02,0.06,-0.03,0,2019-07-11,1,2069,45,-45,0,,,,0,629.14449,24.15508,-24.15508,0,14.897,0.841,-0.841,0,Multiple Observatories,14.067,0.040,0,12.736,0.023,0,12.382,0.027,0,12.289,0.026,0
HAT-P-52,b,HAT-P-52 b,Transit,0,1,2.75359530,0.00000940,-0.00000940,0,0.036940,0.000380,-0.000380,0,0.047000,,,1,87.020,0.860,-0.860,0,0.98000,0.21000,-0.21000,0,0,0,0,0,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385.00,21.00,-21.00,0,364.92,4.34,-4.34,0,14.068,0.020,0,V (Johnson),13.787,,0,5131.00,50.00,-50.00,0,0.89,0.03,-0.03,0,0.89,0.05,-0.05,0,2015-11-19,1,1218,37,-37,0,,,,,259.98494,9.21707,-9.21707,0,11.310,0.807,-0.807,0,HATNet,14.068,0.020,0,12.195,0.018,0,11.745,0.020,0,11.621,0.020,0
K2-47,b,K2-47 b,Transit,0,1,31.63720000,0.00880000,-0.00880000,0,0.177900,0.001600,-0.001600,0,,,,,,,,,,,,,0,0,1,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,5.34,-5.34,0,353.38,5.34,-5.34,0,14.085,0.110,0,V (Johnson),13.740,,0,5054.00,82.00,-82.00,0,0.75,0.02,-0.02,0,0.76,0.03,-0.03,0,2016-07-18,1,,,,,10.7000,1.1000,-1.1000,0,,,,,1.890,0.260,-0.260,0,K2,14.085,0.110,0,12.295,0.023,0,11.856,0.026,0,11.735,0.027,0
K2-64,b,K2-64 b,Transit,0,1,6.53044000,0.00067000,-0.00067000,0,0.061900,0.001900,-0.001900,0,,,,,,,,,,,,,0,0,1,0,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,506.87,12.91,-12.91,0,506.87,12.91,-12.91,0,14.086,0.010,0,V (Johnson),13.915,,0,5312.00,82.00,-82.00,0,0.74,0.07,-0.07,0,0.73,0.08,-0.08,0,2016-07-18,1,,,,,98.0000,23.0000,-23.0000,0,,,,,2.070,0.260,-0.260,0,K2,14.086,0.010,0,12.665,0.026,0,12.258,0.023,0,12.201,0.025,0
